                       ,Game,Company,Created By,Created,Company Domain,Channels,Notes (old),Contacted,Sales Material,Campaign Preview,SQL,SQL (+ Region),SQL (+Project Stage),SQL (Gaming),Score,ICP,Fundraising,Team,Wishlists,Publisher,Release Date,Game Currency,Currency Name,Webshop,Webshop URL,NFT,NFT Marketplace/Contract URL,Coin,ERC20 contract URL,Blockchain,Region,Uses competitor,Project Stage,Company Founded,Roadmap URL,Twitter Created,Twitter Followers,Discord Members,Game Domain,Youtube Video URL,Twitter Tweet URL,Discord Invite URL,Discord Server ID,Q1 - Type,Q1 - Points,Q1 - Title,Q1 - Description,Q2 - Type,Q2 - Points,Q2 - Title,Q2 - Description,Q3 - Type,Q3 - Points,Q3 - Title,Q3 - Description,Q4 - Type,Q4 - Points,Q4 - Title,Q4 - Description,Q5 - Type,Q5 - Points,Q5 - Title,Q5 - Description
Web3 Gaming,Trial Xtreme,Gameplay Galaxy,Prasanth,12/5/2023,https://www.gameplaygalaxy.com/,Email | Discord DM,250M Downloads,,,,Review,No,No,Yes,9,Available,Raised funds,>10,,,,Using,,,,Not using yet,,Not using yet,,,North America,,Beta,April 2022,https://www.gameplaygalaxy.com/#roadmap,April 2022,19300,22750,https://play.google.com/store/apps/details?id=com.x3m.tx4&hl=en_US,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Star Atlas,Sage Labs,Prasanth,12/5/2023,labs.staratlas.com,"Email  CEO , CTO , CMO",,,,,Yes,Yes,No,Yes,9,Available,Raised funds,>10,,,,Using,,Using,https://play.staratlas.com/market/,Using,https://magiceden.io/marketplace/star_atlas_core,Using,https://solana.fm/address/ATLASXmbPQxBUYbxPsV97usA3fPQYEqzQBUHgiFCUsXx?cluster=mainnet-alpha,SOL,North America,Zealy,Alpha,August 2020,,October 2020,319000,182300,https://play.staratlas.com/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Shutdown,Garage Studios,Prasanth,12/6/2023,http://garagestudiosinc.com/,,,,,,No,No,No,Yes,12,Available,Raised funds,2-10,,,,,,Using,https://store.playshutdown.com/,Not using yet,,Not using yet,,Polygon,North America,Zealy,Beta,January 2018,https://www.playshutdown.com/#roadmap,Jan 2022,12300,12600,https://www.playshutdown.com/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Cryptoforce ,Cryptoforce ,Prasanth,12/6/2023,https://cforce.online/,,,,,,No,No,No,No,3,Not available,Raising funds,2-10,,,,,,,,Using,https://cryptoforceplay.com/marketplace/,Using,https://etherscan.io/token/0x230f5ed78a45452f726365b8ad1d6866f5faa68f,Ethereum,,,Alpha,March 2023,https://cforce.online/roadmap/,March 2023,3500,330,https://cforce.online/download/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Forge Arena,Newgen Labs,Prasanth,12/6/2023,https://www.playforge.gg/,"Discord DM CEO , CMO",,,,,Yes,Yes,No,Yes,7,Available,Raised funds,>10,,,,,,Using,https://www.playforge.gg/store,Using,https://wax.atomichub.io/explorer/collection/forge.gene,Not using yet,,WAX,North America,,Alpha,Sept 2021,https://discord.com/channels/890658454803476560/890660251093844028/1129495711747166369,Sept 2021,15700,7900,https://www.playforge.gg/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Rune Seeker,Monster Box Studios,Prasanth,12/6/2023,https://www.runeseeker.com/,Email CEO ,Backed by Avax,,,,Review,No,No,No,7,Available,Raised funds,>10,,,,Using,,,,Comming Soon,,Comming Soon,,AVAX,Asia,Galxe,Alpha,2017,,July 2022,11400,6250,https://www.runeseeker.com/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,World of Rogues,Rogues,Prasanth,12/1/2023,https://rogues.studio/,Email | Discord DM,,,,,Yes,Yes,No,Yes,10,Available,Raised funds,>10,,,,,,Using,https://shop.rogues.studio/,Using,https://opensea.io/collection/rogues-genesis,Not using yet,,Polygon,Europe,Zealy,Beta,October 2021,https://docs.rogues.studio/heroes-of-the-flow/roadmap,November 2021,16100,6092,https://game.rogues.studio/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming, Lost Relics,Codebit Labs,Prasanth,11/22/2023,https://codebitlabs.com/,Discord DM,BGA Member,,,,No,No,No,No,9,Available,Raising funds,2-10,,,,,,Using,https://lostrelics.io/merch#!/,Using,https://lostrelics.io/shop/in-game,Not using yet,,Ethereum,Oceania,,Beta,October 2019,https://lostrelics.io/roadmap,March 2019,15400,11000,https://lostrelics.io/download,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Skies Verse,Galaxy4games,Prasanth,11/29/2023,https://galaxy4games.com/,Email ,BGA Member,,,,Review,No,No,No,6,Available,Raising funds,>10,,,,,,,,Comming Soon,https://skiesverse.com/marketplace,Not using yet,,Polygon,Europe,,Alpha,August 2020,https://skiesverse.com/roadmap_whitepaper/Roadmap2.pdf,Sept 2022,1400,827,https://skiesverse.com/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Wanderers,Wanderers,Prasanth,12/4/2023,https://www.wanderers.ai/,"Email CEO, COO",,,,,Yes,Yes,No,Yes,9,Available,Raised funds,>10,,,,,,Using,https://shop.wanderers.ai/collections/all,Using,https://opensea.io/collection/the-wanderers/overview,Not using yet,,Ethereum,North America,Own Reward System,Alpha,August 2021,https://cdn-longterm.mee6.xyz/plugins/commands/images/869224250999984178/1a70de948c4296d3e1b848bbb966e8d1897bc2e0e14ec853efe5e83f3718c084.jpeg,July 2021,55100,16600,https://www.wanderers.ai/game,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Spellborne,Mon Studios,Prasanth,12/1/2023,https://www.monstudios.co/,Email | Discord DM,,,,,Yes,No,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://opensea.io/collection/spellborne-apartments,Not using yet,,Ethereum,Asia,,Beta,April 2022,,December 2021,26000,10300,,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Cool Cats,Cool Cats,Prasanth,11/25/2023,https://coolcats.com/,Email | Discord DM,,Contacted,Complete,https://dashboard.thx.network/preview/657b1655a55b5ec6f45c96e6,Yes,Yes,No,Yes,9,Available,Raised funds,>10,,,,,,Using,https://store.coolcats.com/,Using,https://opensea.io/collection/cool-cats-nft,Not using yet,,Ethereum,North America,,Alpha,July 2021,,May 2021,226000,95700,https://store.coolcats.com/,https://www.youtube.com/watch?v=V4YBBIfwLfI,https://twitter.com/coolcats/status/1726993885279523318,https://discord.com/invite/coolcatsnft,845608239013167104,Daily,200,Cool Cat Caper,Buy an item from the coolcats metch store,Custom,1000,Splurge Spectacular,Spend over 100 dollars in the coolcats merch store,,,,,,,,,,,,
Web3 Gaming,Phantom Galaxies,Blowfish Studios,Prasanth,11/22/2023,https://www.blowfishstudios.com/,Email,,Contacted,,,Yes,Yes,No,Yes,12,Available,Raised funds,>10,,Blowfish Studios,"Nov 15, 2023",Using,In Game,Not using,,Using,https://opensea.io/collection/phantom-galaxies-origin-collection,Using,https://etherscan.io/token/0x97bbbc5d96875fb78d2f14b7ff8d7a3a74106f17,Polygon,Oceania,,Alpha,January 2009,,August 2021,120000,59500,https://phantomgalaxies.com/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Pirate Nation,Proof of Play,Prasanth,11/16/2023,https://www.proofofplay.com/,Email CEO ,"30M Funding , Webshop",Contacted,,,Yes,Yes,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://opensea.io/collection/piratenation,Not using yet,,Ethereum,North America,,Beta,Dec 2021,https://docs.piratenation.game/important/roadmap,January 2022,77000,77000,https://piratenation.game/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Gaming Arcade,Zelta Labs,Prasanth,11/27/2023,https://zeltalabs.com/,Linkedin,Arcade ,,,,No,Review,No,No,6,Available,Raised funds,>10,,,,,,,,Comming Soon,https://gamingarcade.io/nft,Not using yet,,Polygon,Asia,Dequest,Beta,Apr 2022,https://gamingarcade.io/Assets/Gaming_Arcade_Whitepaper_compressed.pdf,June 2022,1750,850,https://gamingarcade.io/games,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Gunstar,Gunstar Labs,Prasanth,12/2/2023,https://gunstar.io/,"Email CEO , COO",,Contacted,,,Yes,Review,No,No,9,Available,Raising funds,>10,,,,,,,,Using,https://dapp.gunstar.io/,Using,https://bscscan.com/token/0x7eDC0eC89F987ECd85617b891c44fE462a325869,BNB,Asia,,Post Launch,June 2021,https://gunstar.io/#roadmap,June 2021,136000,61500,https://play.gunstar.io/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Ookeenga,Cros Games,Prasanth,12/3/2023,https://ookeenga.io/,Telegram DM CMO,,,,,Yes,No,No,No,6,Available,Raised funds,>10,,,,,,,,Using,https://marketplace.ookeenga.io/,Using,https://bscscan.com/token/0x7758a52c1bb823d02878b67ad87b6ba37a0cdbf5,BNB,Asia,,Post Launch,May 2013,https://docs.ookeenga.io/roadmap,January 2022,48100,,https://play.ookeenga.io/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Nunu Spirits,Tater Games,Prasanth,12/3/2023,https://tatergames.com/,CEO Email | Discord DM,,Contacted,,,Yes,Yes,No,Yes,9,Available,Raising funds,>10,,,,,,Using,https://portal.nunuspirits.io/,Comming Soon,,Using,https://bscscan.com/token/0x3a2927e68749dd6ad0a568d7c05b587863c0bc10,Ethereum,Europe,Dequest,Alpha,December 2018,https://nunuspirits.io/wp-content/uploads/2022/03/WhitePaper_nunu_11_3.pdf,Sept 2021,75400,16900,https://nunuspirits.io/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,NFT Champions,Sigma Studios,Prasanth,12/5/2023,https://sigmastudios.net/,Telegram DM  ,,,,,Review,No,No,No,9,Available,Raising funds,2-10,,,,Using,,Using,https://nftchampions.store/,Using,https://opensea.io/collection/items-7,Using,https://polygonscan.com/token/0x8f9E8e833A69Aa467E42c46cCA640da84DD4585f,Polygon,North America,,Alpha,March 2015,https://cdn.discordapp.com/attachments/925766118663143505/1103955491756970064/NFTChampions.png?ex=657c08ab&is=656993ab&hm=dd2cf1a6049f675384fcda34067e6eb51dc79a6d9d9570a213bf9440cba88af4&,July 2021,19200,3050,https://nftchampions.cc/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,BloodLoop,7 Digital Labs,Prasanth,12/8/2023,https://7digilabs.com/,Discord & Telegram DM,NFT & Token Sale in Jan,,,,Review,No,No,No,7,Available,Raised funds,>10,,,,,,,,Comming Soon,,Comming Soon,,AVAX,Europe,Sesame Labs,Alpha,January 2002,https://whitepaper.bloodloop.org/roadmap/game-roadmap,November 2021,11300,7100,https://bloodloop.org/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,,Nakamoto Games,Prasanth,12/8/2023,https://www.nakamoto.games/,"Email CEO , DM CMO",Gaming Hub & Marketplace,Contacted,,,Yes,No,No,No,10,Available,Raised funds,>10,,,,Using,,Using,,Using,https://www.nakamoto.games/marketplace,Using,https://polygonscan.com/token/0x311434160D7537be358930def317AfB606C0D737,Polygon,Asia,,Post Launch,April 2021,https://docs.nakamoto.games/naka-roadmap,August 2021,174100,5600,https://www.nakaverse.games/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,LOCGame,RBL Labs,Prasanth,12/9/2023,https://www.rbllabs.com/,,Netherlands,,,,Yes,Yes,No,Yes,9,Available,Raised funds,>10,,,,,,Using,,Using,https://rarible.com/user/0x56e4b7914ad42ffec90aca1a400c5142a014f809,Using,https://etherscan.io/token/0x60eb57d085c59932d5faa6c6026268a4386927d0,Ethereum,Europe,,Post Launch,March 2021,https://locgame.notion.site/b4b58dd2d7504639aa10340af50c4430?v=638473b3b8eb43a696b2c74d75a53b70,March 2021,89100,15600,https://www.locgame.io/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Splinterlands,Splinterlands,Prasanth,12/11/2023,https://splinterlands.com,"Email CEO , BD",,,,,Yes,Yes,No,Yes,9,Available,Raised funds,>10,,,,Using,,Using,https://blockstyle.io/collections/splinterlands,Using,https://next.splinterlands.com/market/card-sales,Using,https://bscscan.com/token/0x1633b7157e7638c4d6593436111bf125ee74703f,BNB,North America,,Post Launch,May 2018,https://docs.splinterlands.com/platform/roadmap,May 2018,64100,148000,https://next.splinterlands.com/login,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,My Neighbor Alice,Antler Interactive,Prasanth,12/11/2023,https://www.myneighboralice.com/,"Email CEO , CMO",,,,,Yes,Yes,No,No,6,Available,Raised funds,>10,,,,,,,,Using,https://play.myneighboralice.com/market/?type=land&status=onAuction%2CreservePrice%2ConSale&order=lowestPrice,Using,https://etherscan.io/token/0xac51066d7bec65dc4589368da368b212745d63e8,Ethereum,Europe,,Alpha,April 2021,https://myneighboralice.medium.com/my-neighbor-alice-unveils-2023-roadmap-exciting-developments-and-new-features-ahead-f066454a56c2,November 2020,164000,3050,https://www.myneighboralice.com/play,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Bounty Temple,Bounty Temple,Prasanth,12/8/2023,https://www.bountytemple.com/,Email | Discord DM,,Contacted,Complete,https://dashboard.thx.network/preview/659bbede7f072613e0cb8eb7,Review,No,No,No,12,Available,Raising funds,2-10,,,,Using,,,,Using,https://store.bountytemple.com/,Comming Soon,,Polygon,Asia,Zealy,Beta,December 2021,https://bountytemple.gitbook.io/whitepaper-v1/about/roadmap,March 2022,21200,16300,https://www.bountytemple.com/,,https://twitter.com/BountyTemple/status/1743965707228852712,https://discord.com/invite/bountytemple,958640916057456640,Daily,50,Village Dailies,Complete 2 ingame daily quests,Custom,200,Ruthless Raider,Raid 100 villages,,,,,,,,,,,,
Web3 Gaming,Chikn,Chikn,Prasanth,12/12/2023,https://chikn.farm/,Email | Discord DM,,,,,Yes,Yes,No,Yes,7,Available,Raised funds,2-10,,,,Using,,Using,https://store.chikn.farm/collections/all,Using,https://opensea.io/collection/chikn,Using,https://snowtrace.io/token/0x7761e2338b35bceb6bda6ce477ef012bde7ae611?chainId=43114,AVAX,Oceania,,Post Launch,,,November 2021,19100,6300,https://chikn.farm/market/?tab=chikn,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Pulsar,Twelve Random Words,Prasanth,12/12/2023,https://pulsar.game/,Email | Discord DM,,,,,Yes,No,No,No,4,Available,Raised funds,>10,,,,,,Using,https://pulsar.game/shop/packs,Using,https://joepegs.com/collections/avalanche/pulsar,Not using yet,,AVAX,Asia,Galxe,Beta,May 2002,https://cdn.discordapp.com/attachments/1007787592458174525/1012082679220539412/unknown.png?ex=658341f2&is=6570ccf2&hm=b0f0352fb4514001d13a3f136027c5f4186d14fef194de7b7451673867343ade&,June 2022,7540,2200,https://pulsar.game/home,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Domi Online,Domi Online,Prasanth,12/12/2023,https://domionline.io/,Discord DM,,,,,Review,No,No,No,9,Available,Raised funds,>10,,,,,,,,Comming Soon,,,https://bscscan.com/token/0xbbca42c60b5290f2c48871a596492f93ff0ddc82,BNB,Europe,,Alpha,Sept 2021,https://domionline.io/#roadmap,October 2021,53000,24300,https://domionline.io/domialphalauncher,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,MetaDOS,MetaDOS,Prasanth,12/13/2023,https://metados.com/,"Email CEO , CPO , CTO",,Contacted,,,Yes,No,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://joepegs.com/collections/avalanche/metados-premium-pass,Not using yet,,AVAX,Asia,QuestN,Beta,December 2021,https://metados.com/roadmap,March 2017,36400,27500,https://metados.com/gameplay,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Heroes of NFT,Heroes of NFT,Prasanth,12/13/2023,https://www.heroesofnft.com/,Email | Discord DM,,Contacted,,,Yes,Yes,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://joepegs.com/collections/avalanche/heroes-nft,Using,https://snowtrace.io/token/0xEd2b42D3C9c6E97e11755BB37df29B6375ede3EB?chainId=43114,AVAX,Europe,,Alpha,April 2021,https://docs.heroesofnft.com/roadmap,April 2021,43400,23500,https://app.heroesofnft.com/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,EvoVerses,EvoVerses,Prasanth,12/13/2023,https://evoverses.com/,,,,,,No,No,No,No,4,Available,Raising funds,2-10,,,,,,,,Using,https://opensea.io/collection/evoverses-evo,Using,https://snowtrace.io/token/0x42006ab57701251b580bdfc24778c43c9ff589a1,AVAX,North America,,Alpha,,https://docs.evoverses.com/roadmap,October 2021,5400,1500,https://evoverses.com/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Hatchy Rampage,Hatchyverse,Prasanth,12/16/2023,https://www.hatchyverse.com/,Discord & Telegram DM,,,,,Yes,Yes,No,No,4,Available,Raised funds,2-10,,,,,,,,Using,https://joepegs.com/collections/avalanche/hatchy-pocket,Using,https://snowtrace.io/address/0x502580fc390606b47FC3b741d6D49909383c28a9#code-43114,AVAX,Oceania,,Beta,,,May 2021,6200,4000,https://www.hatchyverse.com/games/hatchy-rampage,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Kmon,Pink Moon Studios,Prasanth,12/15/2023,https://www.kryptomon.co/,Email,,Contacted,Complete,https://dashboard.thx.network/preview/6580344728e645501524a0fa,Yes,Yes,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://opensea.io/collection/kryptomon,Using,https://bscscan.com/token/0xc732b6586a93b6b7cf5fed3470808bc74998224d,BNB,Europe,Zealy,Alpha,May 2021,https://academy.kryptomon.co/the-kryptomon-academy/kmon-world-of-kogaea/kmon-world-of-kogaea-basics/progress-updates-leaks,April 2021,123900,48800,https://kryptomon.co,https://www.youtube.com/watch?v=eTYk7DP1M40,https://twitter.com/KryptomonTeam/status/1735639520807469403,https://discord.com/invite/hYRjSfsWXt,838723081395634197,Daily,25,League Ascendancy,Get a rank up in battle leauge mode,Custom,250,Shopper's Triumph,Visit Primus' Bazaar and buy an item or lootbox or buy a battle leauge pass,,,,,,,,,,,,
Web3 Gaming,Animus Regnum,Animus Regnum,Prasanth,12/15/2023,https://animusregnum.io/,,,,,,No,No,No,No,3,Available,Raising funds,2-10,,,,,,,,Using,https://x2y2.io/collection/ar-artifacts/items,Not using yet,,Ethereum,North America,,Alpha,May 2023,https://pbs.twimg.com/media/F2cawG9aoAEgaoC?format=jpg,July 2023,440,266,https://app.manifold.xyz/c/astheon,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Legends At War,Solert Games,Prasanth,12/18/2023,https://solertgames.com/,Email | Discord DM,,,,,Review,No,No,No,7,Available,Raising funds,>10,,,,,,,,Not using yet,,Not using yet,,AVAX,Europe,Galxe,Beta,October 2021,,January 2022,12400,7560,https://play.google.com/store/apps/details?id=com.legendsatwar.strategy,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Kokodi,Kokodi Games,Prasanth,12/16/2023,https://www.kokodi.io/,CEO Email & Discord,,,,,Yes,No,No,No,4,Available,Raising funds,>10,,,,,,,,Using,https://opensea.io/collection/kokodinft,Using,https://etherscan.io/token/0x1aaba8552d4e2fbfc99bc86f31f28788c7dc1218,Ethereum,Asia,,Alpha,June 2021,https://www.kokodi.io/#roadmap,October 2021,5900,2935,https://www.kokodi.io/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Arcade Galaxy,Arcade Galaxy,Prasanth,12/18/2023,https://www.arcadegalaxy.space/,"Email CEO , BD",,,,,Review,No,No,No,7,Available,Raising funds,2-10,,,,,,,,Using,https://marketplace.kalao.io/collection/0xdc46d914e8c8af3251686712e20e6cca4b10a515,Not using yet,,AVAX,North America,,Beta,December 2021,https://arcade-galaxy.gitbook.io/arcade-galaxy/roadmap/mid-term,December 2021,6980,10300,https://docs.google.com/forms/d/e/1FAIpQLSd0hgZ4sStkaEgI4TBWxpJ3QETM6Jw44QUQR1SuQ7zdiX3uDw/viewform,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Space Misfits,Jade Stems Studios,Prasanth,12/18/2023,https://spacemisfits.com/,CEO Email & Discord,,Contacted,,,Yes,Yes,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://marketplace.spacemisfits.com/,Using,https://bscscan.com/token/0xb2ea51BAa12C461327d12A2069d47b30e680b69D,BNB,North America,Galxe,Beta,May 2021,https://space-misfits.gitbook.io/space-misfits-fleet/roadmap,April 2019,73600,15400,https://spacemisfits.com/download/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Mutant Cartel,Novel Labs,Prasanth,12/19/2023,https://www.novellabs.xyz/,CEO Email & Discord,BAYC Team,,,,Yes,Yes,No,No,7,Available,Raised funds,2-10,,,,,,,,Using,https://opensea.io/collection/mutant-cartel-oath,Not using yet,,Ethereum,Europe,,Alpha,August 2021,,Sept 2021,20500,8000,https://www.novellabs.xyz/faq,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,MoonStrike,MoonStrike,Prasanth,12/19/2023,https://moonstrike.io/,Discord DM CEO,BGA member,,,,Yes,Yes,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://magiceden.io/launchpad/ethereum/moonstrike,Not using yet,,IMX,Europe,,Alpha,January 2022,,January 2022,75300,102800,https://launcher.elixir.app/games/moonstrike,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,BLCR,Blokparti,Prasanth,12/19/2023,https://blokparti.es/,Linkedin,Owned by Yuga Labs,,,,Yes,No,No,No,9,Available,Raised funds,>10,,,,,,,,Using,In Game,Not using yet,,Polygon,Asia,,Beta,2022,,June 2023,120400,,https://blcr.xyz/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Aradena,Litoja Labs ,Prasanth,12/20/2023,https://www.aradena.io/,CEO Email  ,,,,,Yes,Yes,No,No,9,Available,Raising funds,>10,,,,,,,,Using,https://opensea.io/collection/warriors-of-aradena,Using,https://etherscan.io/token/0xE276Bd40F5C3d58371Eb78b19FE7A149F1431Fb9,Ethereum,Europe,,Beta,Sept 2021,https://aradena.gitbook.io/aradena/welcome/roadmap,July 2021,50500,29310,https://game.aradena.io/enter/register/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Honeyland,Hexagon Studios ,Prasanth,12/20/2023,https://honey.land/,CEO Email & Discord,50K Downloads,Contacted,,,Yes,Yes,No,Yes,9,Available,Raised funds,>10,,,,,,Using,https://swag.honey.land/,Using,https://magiceden.io/creators/honeyland,Using,https://solana.fm/address/3dgCCb15HMQSA4Pn3Tfii5vRk7aRqTH95LJjxzsG2Mug,SOL,North America,,Beta,November 2021,https://www.youtube.com/watch?v=hO3EXUCroHs,November 2021,21300,10800,https://play.google.com/store/apps/details?id=honey.land.game,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Orivium,Orivium,Prasanth,12/20/2023,https://orivium.io/,,,,,,No,No,No,No,7,Available,Raised funds,>10,,,,,,,,Comming Soon,,Comming Soon,,AVAX,Asia,,Alpha,,https://whitepaper.orivium.io/whitepaper/orivium-overview/road-map,January 2023,10800,9600,,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Shardbound,Bazooka Tango,Prasanth,1/6/2024,shardbound.com,,,,,,No,No,No,No,9,Available,Raised funds,>10,,,,,,,,Not using yet,,Not using yet,,IMX,North America,,Beta,April 2019,,March 2023,10500,12250,https://www.shardbound.com/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Fractalians,Sooqista Studios,Prasanth,1/6/2024,https://www.sooqista.com/,"Email CEO , CTO",,Contacted,Complete,https://dashboard.thx.network/preview/65a659043090b60965d75dfb,Review,No,No,No,5,Available,Raising funds,>10,,,,,,,,Not using yet,,Not using yet,,IMX,Asia,,Alpha,April 2019,https://discord.com/channels/1143572977015865385/1143887275957166142,February 2022,8300,7000,https://www.sooqista.fun/games,,https://twitter.com/imho_eth/status/1731377882604192077,,,Daily,15,A Daily Bonus,Smile daily as you complete tasks and earn points for delightful rewards!,Custom,250,Play Thief City,Become a player of our games to complete this quest.,,,,,,,,,,,,
Web3 Gaming,Lumiterra,Lumiterra,Prasanth,1/6/2024,https://lumiterra.net/,,https://docs.lumiterra.net/docs/the-economics/quest-system,,,,No,No,No,No,9,Not available,Raised funds,>10,,,,,,,,Using,https://opensea.io/collection/lumiterra-genesis-mystery-box,Using,,Ethereum,,Zealy,Beta,,,Sept 2022,29000,16200,https://lumiterra.itch.io/game,,,,,,,,,,,,,,,,,,,,,,,,
